Date,Open,High,Low,Close,Volume
2020-04-02,128.25216921499614,130.90356022986404,123.97073692445386,125.51992957802366,19871
2020-04-03,126.61121908167073,128.0931372497949,125.23368474657138,126.68399332665112,35359
2020-04-06,127.76160090219375,131.8760011183053,127.36859707209572,131.6306231144076,26571
2020-04-07,131.77444134584238,133.8561146624101,128.10402643845177,130.2763021212575,24723
2020-04-08,129.26130835660751,130.16925600352877,127.22689833205992,129.28340753061178,36814
2020-04-09,129.57185376356222,134.1859308394023,129.400287741638,131.95804006068013,12539
2020-04-10,131.7066559532718,131.81888605978315,131.21547375009467,131.40185749507177,15440
2020-04-13,129.71932493594915,132.13716273326796,126.65625981945372,130.72668119249877,13160
2020-04-14,131.8940783000246,133.97662223930652,128.43510351066686,128.4715992074613,48671
2020-04-15,126.53651975517108,130.4841872298036,125.21224261096899,129.22344554644607,18236
2020-04-16,128.56028000558211,129.71272893379512,124.15631748144577,125.19315167640698,20698
2020-04-17,123.8863936856094,124.331442225964,119.6281403010773,123.18588708792889,45133
2020-04-20,121.2091033053786,125.3098594592713,116.45541417690009,118.21932287023687,30344
2020-04-21,118.84845742980853,121.59366419180212,117.30569278640913,121.05772834437103,33383
2020-04-22,120.99057497450318,122.3662202058352,117.34737709582895,120.11463522159313,44864
2020-04-23,119.906002677118,120.28797575250225,117.32129050947584,119.66133887517884,36680
2020-04-24,119.32490360889881,122.96869515384213,116.447129424488,120.7580206360969,48484
2020-04-27,120.9756449124528,121.98858727535038,116.16998477468907,118.35036575456573,49798
2020-04-28,116.61799190661507,119.02177664115871,115.62238412704622,116.83555197144075,10329
2020-04-29,117.44466110096795,119.03381573710753,117.40251340220759,118.68447971909431,28858
2020-04-30,118.00879596669985,120.63271157594423,113.84815143551909,116.79768941914598,40245
2020-05-01,117.38960301051117,118.64267074283806,113.53952218658316,118.25241489812275,45050
2020-05-04,117.92463726918726,117.96451196635037,114.24478358675006,114.36606475518835,29671
2020-05-05,113.89618002646048,115.66723359232826,111.36399872802424,112.16613273626821,42124
2020-05-06,113.31300708744273,116.55555114037257,112.42125578362531,115.11568381409923,48994
2020-05-07,114.96336492411433,115.49936099950536,114.05668067457003,115.14540691910803,34231
2020-05-08,113.3620911773843,118.31221484462213,108.68962167614539,111.87744138647892,22541
2020-05-11,112.04473428120548,115.11983731021452,110.85095379387108,111.15045418331796,21472
2020-05-12,110.37551805821018,114.8775917034277,109.57161311041396,112.58164926271755,32434
2020-05-13,114.41477830954274,116.2597737931501,111.74310567495132,115.77177570931632,45786
2020-05-14,114.99606078236835,119.32838263626353,110.72687992362398,111.41518976026961,19830
2020-05-15,111.1662066262578,113.69641425221873,109.6482662901361,110.38809696340786,37425
2020-05-18,110.32425062335912,112.98627498566177,108.17210108380841,112.1173433617429,16650
2020-05-19,111.73827813938992,113.7219524028803,107.80458355949331,113.37777865607221,11585
2020-05-20,114.11305827810094,115.81413497223144,113.31164642824825,113.92412542872735,36368
2020-05-21,113.62252935433976,117.69966705419355,113.32747330078399,114.66749837224604,29023
2020-05-22,114.76087021006896,118.98350980907153,111.96238349698737,115.38787082362022,15959
2020-05-25,113.45759182902367,118.03006869354395,111.79254177132502,112.04008228016427,17957
2020-05-26,110.45998104955181,112.9667745831149,107.36913519961305,112.90515519315883,26840
2020-05-27,111.96985756209511,116.89982602911837,111.59308918874358,112.5784073982174,36561
2020-05-28,111.6232493782214,113.0339892900387,107.35324005243868,109.05503947635364,39590
2020-05-29,109.03109057240445,110.01879635197999,105.09841858775728,105.79843070755149,47523
2020-06-01,103.87850219744621,107.55825981524512,102.48362694281664,102.6678834379058,31280
2020-06-02,102.84350199856614,103.62724908348116,99.06079321552203,100.17236848164117,42446
2020-06-03,101.38898076100554,104.62027896256656,98.92958985179219,104.18059369786458,18603
2020-06-04,103.6914858760341,104.03477652843067,99.68920690683004,103.49287894320426,21323
2020-06-05,103.51435116622068,107.47673132769802,98.96131811484312,103.26907374451201,37310
2020-06-08,101.89423507129365,106.84422519243918,97.30301325757344,97.34150659997826,46755
2020-06-09,97.85969749902506,101.92252228799356,95.19715355598557,96.4724758154989,41397
2020-06-10,98.20946655532045,100.87378842992673,96.23211310761631,96.85000522963219,39633
2020-06-11,95.33826155175245,100.21865002746365,90.51259107928122,99.89354817022857,33876
2020-06-12,97.97962985314247,102.43003291984326,93.807097565982,97.00126445680624,40166
2020-06-15,98.8274735280695,101.73457686091203,94.53315323831868,97.10284468052025,27128
2020-06-16,98.37254487350702,103.06075204622219,96.40248035484957,99.67612068266197,16579
2020-06-17,97.88676556739925,99.59659132546874,97.40546052559729,98.64829938684511,19112
2020-06-18,100.30122404599835,101.8579405769989,96.96788796474073,100.76970417322491,48769
2020-06-19,101.85283586578983,106.52582328705996,98.29495951986604,100.50015037670293,37560
2020-06-22,101.79996607121731,105.7771004200541,97.327990211067,100.86993654642856,28228
2020-06-23,100.27379044629286,104.46048207953314,95.34264203201276,99.05408226218444,18265
2020-06-24,98.5930312045374,103.09583033439147,95.90727610384828,95.92007537261202,38567
2020-06-25,95.3481005886101,98.56812949073432,94.2974471801614,94.3918633893223,23165
2020-06-26,95.06836091226687,98.14163577814088,93.1207999898724,94.70473113938829,21196
2020-06-29,96.09485051017977,98.72131891095627,95.65240117186264,96.03016785357826,33385
2020-06-30,95.38713427458646,99.1425069292806,94.1859773155966,96.12116947956677,17585
2020-07-01,98.09835335235175,101.26873319330889,95.54141954621197,101.00129328580088,28531
2020-07-02,102.7499565692102,103.4887342534174,100.51310267418802,102.49434395675196,11988
2020-07-03,100.55866026865915,104.76393330474039,98.99570767346175,101.94878866125194,31599
2020-07-06,101.8770883364721,103.05427267341213,99.55611775653291,101.81387143143432,11690
2020-07-07,101.42077823530579,102.92761059039643,101.15092654494133,101.57672451912134,14027
2020-07-08,102.36539698034375,105.7860363412817,97.82024989023155,103.24340716738874,34681
2020-07-09,104.70272482046688,105.0348857715435,102.46835029049996,102.9482759612061,45331
2020-07-10,103.67244941459569,108.18878073639719,102.22212973994942,105.29576651402999,38435
2020-07-13,104.49471129564795,104.86898701544762,102.63004202350517,104.53920386309639,25374
2020-07-14,102.88394691032936,104.12117688157025,102.20265279298816,103.22447789495638,46818
2020-07-15,104.30557512224935,104.61569827974357,101.84905030662554,104.57632260181244,13257
2020-07-16,106.4179635250309,108.23882953414518,103.9426369908353,104.25853553032128,40734
2020-07-17,102.73210053137791,107.00894680975928,100.87478144793967,101.32725217701605,42037
2020-07-20,100.756248507975,105.2979921410251,96.68510678162706,99.54762210687231,26938
2020-07-21,100.84082744544699,102.63104364183927,97.45845148734165,101.32792669939977,19295
2020-07-22,100.7928210525672,102.78614900256063,96.216470097727,102.0520381172315,39106
2020-07-23,103.57939290793438,104.46621712692779,101.23991926459524,104.38909610515296,18251
2020-07-24,106.0159698542923,109.62948662960304,105.77344960904938,106.23692313888871,14469
2020-07-27,107.37571332980372,109.51757328043557,103.77920634061456,106.58160237363163,25346
2020-07-28,107.30457337388665,108.86703848894314,104.68681162455233,105.85913940617706,23438
2020-07-29,105.24409128299126,106.09872233912208,101.96132328395765,105.18641666584064,15152
2020-07-30,107.06831332953381,108.63239895056068,106.20438021640314,107.0529658940582,10012
2020-07-31,105.50058040650921,106.24141405777884,103.30264729658236,105.39519402716677,30584
2020-08-03,103.54489514684887,105.95744771810907,103.50895158250862,104.06515883630269,22365
2020-08-04,104.27295534723316,107.71538632054224,101.67475723514794,105.2950346724612,41157
2020-08-05,106.32985838547397,109.1038026161097,104.79891457037435,104.97904066743119,16216
2020-08-06,106.68193185818355,109.95853869046624,103.34859815123352,104.6365193415533,24304
2020-08-07,105.2176087933305,109.30945382043436,103.46163249525516,107.80075598696816,20290
2020-08-10,109.4011685482091,111.56435357259109,105.2947067598615,109.31977382156632,22081
2020-08-11,111.17039220038626,114.83386492965677,111.03636501790928,113.55971315467534,46759
2020-08-12,114.659355917626,118.66904976991077,112.68801390333141,112.95351865548389,22155
2020-08-13,111.65142164337992,114.60455112650978,110.52090718718843,111.12422418197,10005
2020-08-14,112.77260719275326,117.53159493182358,108.81452350826835,113.09304931809129,36815
2020-08-17,111.59786446558559,114.63316383399784,110.64475783412678,114.10874041074291,27624
2020-08-18,114.90479693947786,118.42214147106452,111.9200921282963,116.53203417117463,15584
2020-08-19,116.63828009076867,117.67525692775679,113.61284086165618,113.99676160788617,44415
2020-08-20,114.05721161836601,116.21426353346186,112.33101171457963,115.0271100782074,49311
2020-08-21,113.50781046422557,115.1854328019376,111.83230273345553,113.16749448766716,10042
2020-08-24,111.37275079550162,115.96544329553689,107.34676405267031,112.31161746924519,25803
2020-08-25,112.65701991876787,114.43172862179867,111.42723523307673,112.17077620887859,12007
2020-08-26,111.00691075904413,114.71016671305382,107.1847672911748,111.00252079659579,16864
2020-08-27,112.95987508512398,115.87489156203053,109.59519461616799,111.71422502228882,30024
2020-08-28,112.93891234625646,113.36201521609152,109.89363229200781,111.52296782600116,48365
2020-08-31,111.65894931296461,114.46186802123951,109.8869835521512,113.51111794565294,40873
2020-09-01,113.11585134773206,116.7768355901905,111.09849182032167,111.73295553087608,22689
2020-09-02,112.34120429648836,113.0091551281119,111.86884690917277,112.52040207688101,24574
2020-09-03,113.83210893768653,117.16197579512854,111.54865638269445,112.75278372537389,16718
2020-09-04,111.65530779917151,116.01802506550827,106.77161680033456,109.89771509189228,38346
2020-09-07,108.31454185917102,109.07969200954773,106.33543669158814,106.88826248304294,33679
2020-09-08,105.46078233846359,109.71755588636289,105.4324430564916,108.57379757299621,21616
2020-09-09,107.0906608059805,108.68585009617964,105.78952713365666,108.6010097394468,20798
2020-09-10,109.37266612130455,113.956721511472,104.67711364842076,110.51398632508969,20070
2020-09-11,111.918537012325,112.06043440632932,107.15636982040823,108.90961167733278,29832
2020-09-14,110.78099721452674,111.96926023137675,108.22258554868068,111.06906424679046,10202
2020-09-15,109.15064181915324,110.99453339833603,107.51414304039604,108.62254758691778,11038
2020-09-16,107.55689603247961,108.16383928598874,105.45361813350573,107.12088762822873,42233
2020-09-17,105.99363414766879,107.64394829469092,105.15932453768788,106.39899962877448,43816
2020-09-18,106.35913634289827,108.38717520245127,106.2148112395247,107.62946834466707,28601
2020-09-21,108.80761388925356,110.0744788409571,105.82683708186073,108.36566053709176,28690
2020-09-22,107.87988608987277,111.62648630373603,105.60652190569867,106.23474631619291,23673
2020-09-23,106.73565710739966,107.70329349749535,104.97073762397063,105.04450528807337,19715
2020-09-24,106.67806416949458,107.78030155914574,102.90679630131744,105.19206405407644,15988
2020-09-25,103.49622045675845,104.56322684180128,101.8910029056997,103.41860620357333,20214
2020-09-28,103.49845313543643,108.39176344132832,102.14459799359913,103.4287508445206,38040
2020-09-29,104.20403922595573,107.98035475031368,102.96970888325137,107.00402385636743,26877
2020-09-30,108.02463738780443,109.56971760924064,103.3603458677049,105.02068035032532,18907
2020-10-01,106.41516799331472,107.25557684919859,102.56658721816643,105.97234513357517,36765
2020-10-02,107.14299663207159,111.83563201510898,106.8922031576,110.0088191686718,46445
2020-10-05,110.94415796663561,113.5989894881191,109.89074705034801,111.29992406072358,31232
2020-10-06,110.7622380268676,111.11355383507768,107.87723560425013,109.81537203896774,18521
2020-10-07,111.12863979528159,112.88605322207985,109.44514447020305,112.8772307520496,31797
2020-10-08,111.89769826868535,114.73121919837635,109.48987226327331,112.98810559139558,48497
2020-10-09,111.90797594410438,115.27590312065928,110.86546576701929,114.35202307530152,32176
2020-10-12,113.22410021588813,117.64919844202873,109.21752486514237,115.33649916479474,26542
2020-10-13,115.54843466924248,117.16405100315033,113.67875292648381,114.97417451876132,18212
2020-10-14,114.25472410880927,117.4134574700624,110.49746134926035,110.64124080410099,37167
2020-10-15,110.24841598721805,110.94665423513054,109.08457820758917,109.24801766683075,45369
2020-10-16,109.04142926348494,111.76582975021317,105.34831188125436,106.38611526454852,25401
2020-10-19,104.49799779763649,107.50293089057479,102.3070486494227,105.14782634002755,35063
2020-10-20,104.89969144943795,106.8094685493604,103.35529530455864,103.4531088083995,40697
2020-10-21,103.05839015681612,106.34439131883093,99.1401851541544,104.52835372609734,21363
2020-10-22,103.00245113975447,103.56668489569431,100.63843667276159,102.51367071084037,23963
2020-10-23,101.00290614795246,105.50223066538527,97.67564293174398,101.80101532027021,14886
2020-10-26,101.96847848734264,105.95518461011332,100.09499566811076,105.02898165954235,41262
2020-10-27,103.7583492970702,104.42891431288545,103.59810813686282,104.35971134949112,22114
2020-10-28,104.46820803063073,108.68925273380562,100.45443292688287,108.07487896969732,22936
2020-10-29,108.88186990054659,112.86008818322075,107.2370396251292,108.73437452422424,29183
2020-10-30,109.58916169452772,112.08199898854056,106.19713591858628,108.83031645055279,27179
2020-11-02,107.04029070759768,110.11554510775176,105.39203328215987,106.70683052710733,24182
2020-11-03,108.32245979097506,110.02483174921609,107.45651011274559,107.90599558139317,22235
2020-11-04,109.4459133090382,110.35671492806728,107.99019058398866,108.72773657106887,34853
2020-11-05,108.67565023780045,110.77019663049455,103.91530995228122,107.83316968135242,26693
2020-11-06,109.0415880816047,112.1912346396335,107.61225937012202,109.21688689597075,30156
2020-11-09,107.87056857479091,107.99935228069779,107.19930170499654,107.3268075560605,36035
2020-11-10,106.5966286233748,111.20872188144163,105.43305257021805,110.95333180088075,44013
2020-11-11,109.57310020914353,111.38831965311218,106.03420913430077,106.51388553800066,27776
2020-11-12,106.54015599867479,108.04391177467325,102.00076585825552,107.81115892911444,20795
2020-11-13,109.49106582312196,110.97790344239226,105.61136014043448,108.58572419161577,18235
2020-11-16,107.12985733320362,109.67403431188453,105.85266317487782,108.44437178421315,43601
2020-11-17,107.9117075906504,112.39392105394131,104.7594546838683,110.45440255998886,31452
2020-11-18,109.24400791282783,109.39769409607571,105.26253672063466,106.56683357559176,27418
2020-11-19,106.76472241269386,106.78708177453656,104.30495499436337,105.21441547844984,26406
2020-11-20,106.5199979949496,110.53929353644591,105.3936039164772,107.53336475558595,24751
2020-11-23,106.93814981591048,108.91577321188207,105.4225110495894,108.84520057782532,30099
2020-11-24,110.35777959589878,110.90487602362163,107.99956147950722,109.96160068846194,16110
2020-11-25,108.67360413715522,112.66891138545896,104.84166119634459,112.24415108192201,37078
2020-11-26,113.18446961364367,115.20260103414661,110.72081498463683,113.44317068036125,46997
2020-11-27,113.3151566923548,115.51498449656178,109.70781717655606,113.5884590911095,22326
2020-11-30,115.57652628628666,116.39003823829096,114.79271938307978,115.25273543003928,45471
2020-12-01,115.24097955802651,117.16272249560016,111.30805432533812,115.86612706153437,41438
2020-12-02,116.16378193129343,119.72179419175579,113.25564727069344,119.12640310800218,39669
2020-12-03,118.96215232417549,121.51206079943532,114.43887602772662,116.94969682510221,23832
2020-12-04,116.47640393406876,120.97647338597956,115.33223667015126,117.83634174988373,25939
2020-12-07,118.12955358913014,121.28317852280689,117.24077109120876,119.29950073725249,41457
2020-12-08,121.04350625594505,122.1661859429618,120.80135705524664,121.8581280258444,45993
2020-12-09,122.11754164316078,126.69530709612991,119.0562237116162,120.90773832919399,15920
2020-12-10,120.33880405195589,122.30989543487692,115.66810182103393,116.02460371960699,44918
2020-12-11,115.66901744554679,119.28738563208408,112.56455711603495,118.58041590138323,42780
2020-12-14,116.66098915714987,117.22200638660651,115.02004850325972,115.59129714217049,48905
2020-12-15,116.57755298836562,119.76038450334525,114.67498305461704,119.06503347946975,21250
2020-12-16,117.74208972892686,121.86020494736222,113.52106609755047,119.30579844416016,11594
2020-12-17,120.2771235044219,121.61056626081962,117.44721848187248,118.02617356332263,30424
2020-12-18,118.97025747885496,121.76186849328492,117.99948450994732,119.49538020448277,11086
2020-12-21,120.42103572198187,122.92327996311415,118.38428355043398,122.03910741035664,45277
2020-12-22,120.47780690143883,121.38371914135625,119.52470877544533,120.07238994439206,14579
2020-12-23,121.97722084506957,125.02828578131015,119.74506861595663,122.52649367096177,15915
2020-12-24,121.05788050878172,125.82423236009835,119.44538766552954,124.68364214767843,27098
2020-12-25,123.01822935525733,123.7893277413196,122.88892120284753,123.55626073989784,33526
2020-12-28,123.20350130522908,125.03672553200754,120.77856776787755,124.63427749121776,29072
2020-12-29,124.68897746991729,129.10067397511256,121.59972735404656,123.77718318911698,24520
2020-12-30,122.47073300810368,126.64190503103562,118.68735992007565,125.57560558349337,19717
2020-12-31,123.63389902621415,128.2937624533229,120.18660350626243,125.39763952308418,35503
2021-01-01,125.79370317982732,129.77316819686587,122.95264753166639,127.65551019202803,31089
2021-01-04,125.9306620084363,126.77331053960184,125.26400685662314,126.16091807674428,49515
2021-01-05,128.09717241347852,132.73130339224397,127.19034153040556,129.69141782515894,29532
2021-01-06,130.609080756959,135.38086719135651,127.06006616423001,129.845656160145,44864
2021-01-07,129.8883323000731,132.08510972723963,129.18028737710767,131.40886729891469,26126
2021-01-08,129.8780371849608,130.67771777548458,126.19617914198204,126.8605747519812,40349
2021-01-11,126.8544460992425,127.24867918882931,124.3324320235578,127.09080003540956,22156
2021-01-12,127.99794508978808,131.01112758811993,126.57536041166311,129.50450563936693,35556
2021-01-13,129.63558360450168,130.27920636420498,126.46039347102413,128.14427109818575,49059
2021-01-14,126.5745180334619,130.29899350074538,124.92359750829036,128.82404572004515,21603
2021-01-15,129.98347708070241,132.2690539158706,127.33412266910182,129.68218842797447,25325
2021-01-18,127.78240696058556,129.28783959885726,125.96910575197272,128.71661930530342,40792
2021-01-19,130.10098380520316,133.10306937040662,128.82494496821926,131.53734528949968,27386
2021-01-20,131.1099588420405,133.9854437787493,128.4861788028376,131.20085454497337,32624
2021-01-21,131.68263432433872,136.4732561136487,127.71026503719379,132.8401242341726,32412
2021-01-22,134.21324094832082,134.3960347017725,131.63814583219448,132.74035176723316,36825
2021-01-25,131.13337090628082,131.75239282354062,130.1077093570885,131.73034257951346,12979
2021-01-26,131.68820264701867,133.28949563026654,127.54603976312949,130.8669827315318,34101
2021-01-27,129.84835584604198,134.7153037411907,129.74883027223606,133.69767946684917,48996
2021-01-28,135.54371198525493,138.40510920936376,133.87573338690171,135.08054700687154,14990
2021-01-29,133.51709293524772,135.82082207077457,133.35896657874187,134.43075563105492,20299
2021-02-01,132.477067473461,135.25422550967903,131.56589334644968,134.96490487876935,47300
2021-02-02,136.5991374617857,138.08015241589905,132.73249199512543,136.39929005513804,36763
2021-02-03,137.46425764480838,138.43319824277583,136.37995719565714,136.85579252225747,38359
2021-02-04,134.97862044668935,138.72527098154094,134.1541076080405,137.28917458174993,33831
2021-02-05,138.7019153030806,143.55129711514113,135.85164521665,142.1522853728007,16336
2021-02-08,141.22590999877997,141.7697907248143,136.80147303725482,139.3467560734322,49707
2021-02-09,139.18684152996676,142.45546252128324,138.43061145736266,142.2423133993133,22583
2021-02-10,142.36274321490765,143.0419617983929,138.3669409735788,141.68446595139503,25231
2021-02-11,143.23514049296645,147.40322739718886,141.1944626361457,146.24659114853785,37451
2021-02-12,146.52590122970759,151.23980100778797,145.66410196190196,149.66166213110114,46689
2021-02-15,148.60491742905867,149.5742897501729,147.44583081044888,148.8957112044381,37074
2021-02-16,147.73366771203595,150.44258322495813,144.4791409771408,144.50655561690422,48816
2021-02-17,143.70057101270015,143.779647698341,141.00631300389446,142.48570868285898,16035
2021-02-18,141.7927559888608,144.27136278071532,139.76048802274892,143.84367958086344,39891
2021-02-19,142.06425089492762,142.96100869326054,137.2410407555985,140.12325211733753,22960
2021-02-22,141.0990310706359,143.85568492056436,139.26199833014383,141.0298514441322,36457
2021-02-23,140.62967197678012,145.62291511389532,140.5546025325932,143.0585415475376,40021
2021-02-24,142.2096412657872,142.98060109601957,137.93659857443544,138.8793027952386,29702
2021-02-25,139.58243913709154,139.6628399534125,139.50417025069711,139.61838517621106,30050
2021-02-26,139.6389282628149,139.84397555529455,139.30680113861553,139.39082236137415,43711
2021-03-01,138.73132375521868,142.00032980773813,135.4577943826304,135.60183770002752,22998
2021-03-02,135.29439562109187,136.62474906800819,132.4733650472909,133.11500099904063,14427
2021-03-03,134.2503543089688,134.81381241068783,132.57653789200805,133.67987138508403,13875
2021-03-04,135.30684921004197,139.05832596596537,132.9195185630522,136.60298632863456,22128
2021-03-05,137.12893542272764,138.7605502232007,133.8135447977238,137.66562097038795,34109
2021-03-08,136.30185835367365,136.6016399326032,131.94319489284783,133.6922121402383,37218
2021-03-09,132.446344420904,134.26774857909,127.91106584484872,128.29151858654174,13151
2021-03-10,127.33931321897859,128.5703721303483,124.99805869174699,127.3398351528836,41642
2021-03-11,129.05442439268208,130.18073357758004,124.62857427590765,129.65840128013642,35985
2021-03-12,131.4396644909383,135.25442245903002,128.84734865650174,131.74766029407158,19575
2021-03-15,131.43706406963682,133.89861554942658,131.3463382171106,132.3700847215665,38594
2021-03-16,132.98395748212602,135.15947889978844,128.1372340749804,131.445340675642,28808
2021-03-17,131.98178305088763,136.4233796132341,127.87212226596075,130.48148188097355,17527
2021-03-18,131.60490524985863,133.14717012336374,127.82956536402868,131.73546589652872,16164
2021-03-19,129.77947236093146,133.55243521484775,129.69276799192866,133.44680003742016,11752
2021-03-22,133.04451618336117,134.31256295506904,130.52802595664855,131.20940181186776,38358
2021-03-23,133.06610792385518,135.84103893215112,130.96381974650566,133.227132913517,42214
2021-03-24,131.24439558492713,131.32822982893776,131.1106116932584,131.15819445368436,44283
2021-03-25,132.1463955921762,136.94598436158165,129.64000766166515,133.4128643712859,22521
2021-03-26,133.3269466194535,137.60801428107817,131.52489074373287,134.69555467320572,49987
2021-03-29,134.83419779100896,138.58506678145054,132.9801777804158,137.89006149269886,20351
2021-03-30,137.3951616673383,142.2886620236948,137.2990818760623,138.6552177642348,39289
2021-03-31,137.86839570430294,138.86844721774403,137.0183970072404,138.33999323507047,45343
2021-04-01,137.83043322455228,140.22201040700503,134.3378737896234,135.88782225684713,20177
2021-04-02,134.0119900053464,137.16847102384932,129.64933188382554,135.05764962154268,18787
2021-04-05,135.99365026022951,140.85113375789936,135.09811083005718,135.18262062850076,15100
2021-04-06,136.44214000023365,138.09908983492085,132.95392237661915,137.76190906466152,20269
2021-04-07,136.86885165287617,141.69195172288227,134.22679627662637,141.35128609564973,19679
2021-04-08,141.0063041319524,144.92963776102994,138.48281793686496,141.22122649123986,37079
2021-04-09,141.45801465727214,145.47767160792594,137.55863463429253,141.41457855009554,45765
